"id","displaypath","source","status","grouping","parent_grouping","description","top_5","downtime_calc"
2923,ASRS8A050.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2924,ASRS8A050.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2925,ASRS8A050.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2926,ASRS8A050.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
2927,ASRS8A050.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2928,ASRS8A050.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2929,ASRS8A050.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2930,ASRS8A050.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2931,ASRS8A050.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2932,ASRS8A050_T1.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2933,ASRS8A050_T1.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2934,ASRS8A050_T1.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2935,ASRS8A050_T1.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2936,ASRS8A050_T1.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2937,ASRS8A050_T1.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2938,ASRS8A050_T1.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2939,ASRS8A050_T1.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2940,ASRS8A050_T1.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2941,ASRS8A050_T1.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2942,ASRS8A050_T1.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
2943,ASRS8A050_T1.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2944,ASRS8A050_T1.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2945,ASRS8A050_T1.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2946,ASRS8A050_T1.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2947,ASRS8A050_T1.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T1/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2948,ASRS8A050_T2.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2949,ASRS8A050_T2.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2950,ASRS8A050_T2.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2951,ASRS8A050_T2.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2952,ASRS8A050_T2.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2953,ASRS8A050_T2.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2954,ASRS8A050_T2.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2955,ASRS8A050_T2.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2956,ASRS8A050_T2.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2957,ASRS8A050_T2.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2958,ASRS8A050_T2.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
2959,ASRS8A050_T2.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2960,ASRS8A050_T2.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2961,ASRS8A050_T2.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2962,ASRS8A050_T2.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2963,ASRS8A050_T2.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8A050_T2/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2964,ASRS8B010.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2965,ASRS8B010.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2966,ASRS8B010.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2967,ASRS8B010.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2968,ASRS8B010.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2969,ASRS8B010.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2970,ASRS8B010.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2971,ASRS8B010.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2972,ASRS8B010.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2973,ASRS8B010.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2974,ASRS8B010.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
2975,ASRS8B010.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2976,ASRS8B010.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2977,ASRS8B010.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2978,ASRS8B010.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2979,ASRS8B010.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B010/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2980,ASRS8B020.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2981,ASRS8B020.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2982,ASRS8B020.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2983,ASRS8B020.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2984,ASRS8B020.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2985,ASRS8B020.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2986,ASRS8B020.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2987,ASRS8B020.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2988,ASRS8B020.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2989,ASRS8B020.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
2990,ASRS8B020.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
2991,ASRS8B020.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2992,ASRS8B020.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2993,ASRS8B020.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2994,ASRS8B020.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2995,ASRS8B020.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8B020/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
2996,ASRS8C010.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2997,ASRS8C010.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2998,ASRS8C010.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
2999,ASRS8C010.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3000,ASRS8C010.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3001,ASRS8C010.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3002,ASRS8C010.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3003,ASRS8C010.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3004,ASRS8C010.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3005,ASRS8C010.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3006,ASRS8C010.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
3007,ASRS8C010.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3008,ASRS8C010.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3009,ASRS8C010.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3010,ASRS8C010.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3011,ASRS8C010.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C010/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3012,ASRS8C020.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
3013,ASRS8C020.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
3014,ASRS8C020.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS8,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
3015,ASRS8C020.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3016,ASRS8C020.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3017,ASRS8C020.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3018,ASRS8C020.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3019,ASRS8C020.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3020,ASRS8C020.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3021,ASRS8C020.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
3022,ASRS8C020.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS8,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
3023,ASRS8C020.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3024,ASRS8C020.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3025,ASRS8C020.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3026,ASRS8C020.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3027,ASRS8C020.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS8C020/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS8,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
3028,BLD3A010_LC1.O1,prov:default:/tag:L2/Wrapping/DCI_Stop/BLD3A010_LC1/O1:/alm:O1,Down,Conveyor_Wrapping,Wrapping,BLD3A010 LC1 Fault Alarm,Y,Y
3029,BLD3A040_LC1.O1,prov:default:/tag:L2/Wrapping/DCI_Stop/BLD3A040_LC1/O1:/alm:O1,Down,Conveyor_Wrapping,Wrapping,BLD3A040 LC1 Fault Alarm,Y,Y
3030,BLD3A050 Panda Error,prov:default:/tag:L2/Wrapping/Panda/WRP1A300/WRP1A300_PANDA_IB_HeartbeatFault:/alm:Heart Beat Fault,Down,Conveyor_Wrapping,Wrapping,usr-prov:default:/usr:AutoLogin,Y,Y
